date;DNI;SF.a.tin;SF.a.mf;SF.x.mf;SF.a.tout;SF.x.tout;SF.b.tout;SF.a.pwr;SF.x.pwr;SF.b.pwr;SF.x.prth;SF.b.prth
2016-08-31 00:00:00;0,06762695;481,3292462978531;223,92666927;240,0;461,5501923151435;476,5688337367737;476,2473229885061;-9,085613769681029;-2,367800000998336;-2,3579168635781254;0,0;0,0
2016-08-31 01:00:00;0,10934658300000001;474,40186877346093;224,84176745999997;240,0;455,3493267519279;469,91562237263156;469,63926471840205;-8,708563052256874;-2,210887034934377;-2,198424016119158;0,0;0,0
2016-08-31 02:00:00;0,036001567000000005;467,72311676132205;224,03776431999998;240,0;449,69757942431505;463,516891258494;463,2415354672813;-8,139626408493529;-2,054319881458981;-2,0428387658570037;0,0;0,0
2016-08-31 03:00:00;0,0010113330000000001;461,6123015686397;224,5092029;240,0;444,5028201825377;457,63428373841714;457,3830188990493;-7,681160307650658;-1,9267512501384922;-1,9158983225961286;0,0;0,0
2016-08-31 04:00:00;0,01567995;455,53928101401385;225,22887124;240,0;439,5359298312638;451,7839627180075;451,5592167229665;-7,151703153392708;-1,803770268081436;-1,7937784560260719;0,0;0,0
2016-08-31 05:00:00;14,18473453;449,90206807287126;226,07659702999996;240,0;435,0131234604168;446,340925477077;446,1444137210216;-6,630770165557368;-1,6971951548349111;-1,686721078887635;0,0;0,0
2016-08-31 06:00:00;342,7302147;444,71300886594054;225,86337322;240,0;462,4151968097042;487,1476316221019;489,6953159338312;8,000881893961639;20,73383595034369;20,720404905725843;0,9029199776562312;0,9011931949185501
2016-08-31 07:00:00;674,7269978999999;439,6173554857124;276,89960605;240,0;585,814366489014;632,1318114976212;608,9105380872608;87,69174671836014;103,09274328143077;103,05633188585169;0,9452081205107278;0,9524560790703935
2016-08-31 08:00:00;796,6484356000001;441,43056479911024;350,3545005599999;244,22111611262892;656,9715766081383;667,2650488940179;605,0162228871193;171,40808837998208;126,03354721578079;125,83099931158996;0,9439806008045337;0,9616892001218897
2016-08-31 09:00:00;855,3127747000001;493,37739565174735;473,7657031000001;333,0313889717817;666,8363106501329;667,2601412912054;619,4243490050605;193,75469387185302;136,5692124615682;136,64393530177253;0,9417136203071574;0,955903738623873
2016-08-31 10:00:00;886,8597717;553,49371486991;627,6349151999999;508,98341427533626;666,92887065516;667,2528002208662;647,2716690639936;173,96377754537497;141,50924050722816;142,02961377765197;0,9350986010072998;0,9418021474944211
2016-08-31 11:00:00;900,6206176000001;567,4822984732627;578,0890996999999;579,939474880267;667,1724200310523;667,3405886045952;667,6163467914719;142,01108887778824;142,72154763259948;142,68458650961674;0,93371716343984;0,9335644258410793
2016-08-31 12:00:00;908,2812266000001;567,805140462221;574,1109341;585,677936401788;667,288246133047;667,3484887247502;669,1496914562271;140,77856055356415;143,70750805359972;143,58638090234479;0,9340446298965374;0,9333314717557691
2016-08-31 13:00:00;887,258905;568,0431034156098;570,7058604;576,8332638862437;667,3299198197695;667,3421359698606;668,2911514853057;139,69102172572573;141,2093111046951;141,1315408235676;0,9329439074480345;0,9325113075887214
2016-08-31 14:00:00;843,6851105000001;567,9627223536864;569,5460433000001;553,157276585353;667,2531702231294;667,3388892042389;664,707999915756;139,39862418753282;135,51183127727154;135,60167751938067;0,9303142756817613;0,931223429046172
2016-08-31 15:00:00;789,0364034;567,4264528669833;568,1335372;518,5933620416973;667,432980521959;667,255219380191;659,2631181336642;140,0274407092278;127,5753959108477;127,91299681099781;0,926342482472957;0,9294681626414212
2016-08-31 16:00:00;688,2529357999999;567,5064010043913;569,3882326;446,94826239974844;666,9386217697327;667,2580028453012;647,3330222010815;139,49265160914788;109,87093659872244;110,59678494682676;0,9154732452495782;0,9239965885972374
2016-08-31 17:00:00;494,94349360000007;567,342690867176;569,3035614999999;240,0;632,5867873955656;648,9594341978822;603,8416247031385;89,54641128239814;47,70661392944005;49,22595216938059;0,8381392265975818;0,8723867813953433
2016-08-31 18:00:00;97,47367938;567,4151377004858;571,8350147;240,0;555,24777779057;557,7297416890491;563,4466987924648;-16,010333134867093;-5,3568518346956555;-5,247610564054303;-2,443476272512728;-2,5413196855943814
2016-08-31 19:00:00;1,38e-06;562,007229202951;581,2756304999999;240,0;511,8841954831782;552,5913870285217;558,2236228980395;-65,0807017973939;-5,174786525493237;-5,0534064827882155;0,0;0,0
2016-08-31 20:00:00;0,0;534,9370562626953;399,9533703499999;240,0;488,2413080202686;527,2780518343053;530,461597625666;-40,40667423490534;-4,0764036902960665;-3,9774092538818304;0,0;0,0
2016-08-31 21:00:00;0,0;503,03328642746476;242,87537152000002;240,0;483,37244794246044;496,86118619242745;497,3776068323699;-10,086985384430502;-3,157018763395739;-2,9285184613790545;0,0;0,0
2016-08-31 22:00:00;0,0;498,11784708935505;219,14844562000002;240,0;475,02175810660503;492,61717103950366;492,0533262190566;-10,597868738981218;-2,7967137672936357;-2,814453452739599;0,0;0,0
2016-08-31 23:00:00;0,0;491,0547945715575;221,97525203;240,0;467,9763652383072;485,81957408536374;485,4440245499498;-10,62502658809797;-2,6373957925061324;-2,6136491249871754;0,0;0,0
2016-09-01 00:00:00;0,0;482,37881994535184;220,81213663;240,0;460,9525207940157;477,58600082731664;477,1918052192533;-9,70839089606678;-2,3872560227126582;-2,37640968599941;0,0;0,0
2016-09-01 01:00:00;0,0;475,24846983009076;221,74345565000002;240,0;455,0361255346358;470,78199904737005;470,4413721744044;-9,114740120220988;-2,2037227892684563;-2,1908558208688094;0,0;0,0
2016-09-01 02:00:00;0,0;468,0272095982054;221,46692696999997;240,0;449,3237942997095;463,85113061160774;463,5261168240709;-8,34840946467474;-2,0404964860567265;-2,0290146624135903;0,0;0,0
2016-09-01 03:00:00;0,0;461,3880230198363;222,45693948000002;240,0;444,0865508920231;457,4565352106609;457,16803903983623;-7,692886175790118;-1,9036807044448425;-1,8936308000665245;0,0;0,0
2016-09-01 04:00:00;0,0;455,3328934927576;222,7710767;240,0;438,871061345365;451,60655267757215;451,3382662842514;-7,2718323413762285;-1,789369052004749;-1,7801610240935413;0,0;0,0
2016-09-01 05:00:00;4,227495617;449,7625842157467;223,07689822999998;240,0;434,1844075834858;446,2221786829186;445,97642804821317;-6,840957028588908;-1,687004025872927;-1,6766002034754899;0,0;0,0
2016-09-01 06:00:00;128,9147732;444,4302480860273;221,91811941999998;240,0;445,82511178710195;458,2405657793916;459,34622482636877;0,6120879104679539;6,611767949408144;6,608234944375706;0,7860360303684236;0,7843241369324228
