"Time stamp","Field HTF mass flow rate total | (kg/s)","Field HTF temperature cold header inlet | (C)","Field HTF temperature hot header outlet | (C)","Field collector DNI-cosine product | (W/m2)","Field collector fraction of time period tracking","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)","Field collector thermal and optical efficiency","Field collector tracking angle | (deg)","Field thermal power absorbed | (MWt)","Field thermal power incident after cosine | (MWt)","Field thermal power pipe losses | (MWt)","Field thermal power receiver heat loss | (kJ/hr-m2)","Field thermal power receiver total loss | (MWt)","Field thermal power total incident | (MWt)","Field thermal power total produced | (MWt)","Resource Pressure | (mbar)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Resource Wet bulb temperature | (C)","Resource Wind Speed | (m/s)","Resource Dry bulb temperature | (C)","Resource Beam normal irradiance | (W/m2)","System power generated | (kW)","Cycle electrical power output (gross) | (MWe)","Cycle electrical power output (gross, solar share) | (MWe)","Cycle electrical power output (net) | (MWe)","Cycle thermal energy dumped - min. load requirement | (MWt)","Cycle thermal energy dumped - solar field | (MWt)","Cycle thermal power input | (MWt)","Field collector cosine efficiency","Parasitic power total consumption | (MWe)","Parasitic power solar field HTF pump | (MWe)","Parasitic power generation-dependent load | (MWe)","Parasitic power freeze protection pump | (MWe)","Parasitic power fixed load | (MWe)","Parasitic power field collector drives | (MWe)","Parasitic power condenser operation | (MWe)","Parasitic power auxiliary heater operation | (MWe)","Parasitic power - online total | (MWe)","Parasitic power - offline total | (MWe)"
"Jan 1, 12:00 am",0,146.67,145.976,0,0,1.00091,0.996111,0,15.3768,0,0,0,0,0.374394,3.42435,1.34371,0,0,998,325.035,160.518,3.86562,1.3,4.1,0,-355.488,0,0,-0.3703,0,0,0,0.964203,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 01:00 am",0,143.182,142.539,0,0,1.00029,0.995913,0,16.1193,0,0,0,0,0.342778,3.16125,1.24047,0,0,998,10.9753,163.064,8.22812,2.3,9.4,0,-355.488,0,0,-0.3703,0,0,0,0.960686,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 02:00 am",0,139.801,139.184,0,0,1.0016,0.996356,0,14.4509,0,0,0,0,0.332338,3.00538,1.17931,0,0,999,49.3841,157.017,7.29062,1.8,9.4,0,-355.488,0,0,-0.3703,0,0,0,0.968362,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 03:00 am",0,136.501,135.906,0,0,1.0034,0.997368,0,10.5421,0,0,0,0,0.323518,2.86979,1.12611,0,0,999,70.1802,146.922,6.93437,1.5,9.2,0,-355.488,0,0,-0.3703,0,0,0,0.983121,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 04:00 am",0,133.267,132.693,0,0,1.00301,0.998817,0,4.7819,0,0,0,0,0.315034,2.75293,1.08025,0,0,999,83.104,135.615,6.93437,1.8,9.2,0,-355.488,0,0,-0.3703,0,0,0,0.996519,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 05:00 am",0,130.099,129.543,0,0,1.00183,0.9994,0,2.42901,0,0,0,0,0.307614,2.63858,1.03538,0,0,999,92.9449,124.007,6.75625,1.8,9.1,0,-355.488,0,0,-0.3703,0,0,0,0.999102,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 06:00 am",0,126.988,126.448,0,0,1.00336,0.997327,0,10.704,0,0,0,0,0.300881,2.53694,0.995495,0,0,999,101.632,112.486,6.73438,2.1,9,0,-355.488,0,0,-0.3703,0,0,0,0.9826,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 07:00 am",0,123.942,123.421,0,0,0.996353,0.994939,0,19.6916,0,0,0,0,0.294585,2.42398,0.951168,0,0,999,110.129,101.311,6.65625,1.6,9,0,-355.488,0,0,-0.3703,0,0,0,0.94152,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 08:00 am",0,120.944,120.437,0,0,0.977468,0.992985,0,29.063,0,0,0,0,0.288844,2.33815,0.91749,0,0,999,119.07,90.744,6.5,2.3,9,0,-355.488,0,0,-0.3703,0,0,0,0.874086,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 09:00 am",0,118.015,117.527,0,0.565218,0.943131,0.992166,0.648386,38.2156,0,-76.7365,0,0,0.282632,2.22553,0.873298,0,0,999,128.971,81.5633,6.92188,2,9.5,0,-355.488,0,0,-0.3703,0,0,0,0.785689,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 10:00 am",0,166.661,195.957,135.243,1,0.88315,0.991098,1,47.4513,0.413971,-64.8269,35.157,53.0694,0.534634,5.43814,2.13393,78.48,0,999,140.283,73.331,7.50937,3.7,10.4,200,-355.488,0,0,-0.3703,0,0,0,0.676216,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 11:00 am",0,177.171,176.222,10.2527,1,0.797605,0.989848,1,55.278,0,-46.5414,2.40404,4.02317,0.497394,4.99375,1.95955,7.0632,0,999,153.296,66.9639,7.42813,3,11.1,18,-355.488,0,0,-0.3703,0,0,0,0.569595,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 12:00 pm",0,177.505,178.014,14.6836,1,0.705307,0.988651,1,60.6953,0.0478462,-22.4338,3.04089,5.76186,0.499484,5.04117,1.97816,11.772,0,999,167.91,63.0938,7.91562,2.8,11.9,30,-355.488,0,0,-0.3703,0,0,0,0.489455,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 01:00 pm",0,188.316,195.065,52.457,1,0.675257,0.98828,1,62.0717,0.168688,6.46775,10.3968,20.5841,0.599126,6.07541,2.38399,43.9488,0,999,183.417,62.2091,8.30313,3.3,12.6,112,-355.488,0,0,-0.3703,0,0,0,0.468366,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 02:00 pm",0,219.359,237.873,115.49,1,0.741648,0.98911,1,58.809,0.232002,33.9083,25.1613,45.3183,1.02512,9.77255,3.83475,87.5052,0,999,198.662,64.4367,8.6125,3.7,13.3,223,-355.488,0,0,-0.3703,0,0,0,0.517893,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 03:00 pm",0,287.125,330.438,244.27,1,0.837149,0.990402,1,52.1393,0.306053,55.4432,60.1492,95.8516,3.04291,23.7217,9.3084,156.175,0,999,212.628,69.4686,8.87813,3.3,13.8,398,-355.488,0,0,-0.3703,0,0,0,0.613744,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 04:00 pm",338.352,293,393,516.658,1,0.911884,0.991577,0.882238,43.6467,0.373365,71.8095,122.405,202.736,4.5017,33.8853,13.2966,280.174,82.6466,999,224.885,76.7291,9.43437,4.7,14.2,714,20370,23.1168,23.1168,21.2187,0,0,62.6719,0.72361,1.89803,0.133017,0.921601,0,0.2893,0.104378,0.44973,0,1.89803,0
"Jan 1, 05:00 pm",0,323.921,319.468,81.1963,0.0975878,0.961138,0.99256,0,34.0515,0,79.9568,0,31.8614,3.56149,26.5733,10.4274,38.4552,0,999,235.537,85.5465,9.30313,3.5,13.6,98,-355.488,0,0,-0.3703,0,0,0,0.828534,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 06:00 pm",0,305.647,301.862,0,0,0.987558,0.993439,0,24.8884,0,0,0,0,2.8892,22.2562,8.73335,0,0,999,244.965,95.2569,8.97656,4,13,0,-355.488,0,0,-0.3703,0,0,0,0.907129,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 07:00 pm",0,290.023,286.754,0,0,1.00071,0.996045,0,15.6246,0,0,0,0,2.39657,18.9728,7.44494,0,0,999,253.652,106.123,10.1344,3,12.4,0,-355.488,0,0,-0.3703,0,0,0,0.963047,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 08:00 pm",0,276.44,273.574,0,0,1.00356,0.998287,0,6.90671,0,0,0,0,2.02007,16.465,6.46085,0,0,999,262.153,117.478,10.65,3,11.9,0,-355.488,0,0,-0.3703,0,0,0,0.992743,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 09:00 pm",0,264.444,261.895,0,0,1.00077,0.999771,0,0.927321,0,0,0,0,1.73359,14.5054,5.69191,0,0,999,271.208,129.069,9.65938,3.3,11.3,0,-355.488,0,0,-0.3703,0,0,0,0.999869,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 10:00 pm",0,253.77,251.491,0,0,1.00363,0.998137,0,7.50536,0,0,0,0,1.50847,12.8339,5.03604,0,0,999,282.083,140.603,9.45,2.3,10.7,0,-355.488,0,0,-0.3703,0,0,0,0.991433,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 11:00 pm",0,244.168,242.112,0,0,1.00272,0.99687,0,12.4819,0,0,0,0,1.32827,11.4806,4.50499,0,0,999,297.6,151.543,8.92813,1.8,10.1,0,-355.488,0,0,-0.3703,0,0,0,0.976364,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 12:00 am",0,235.446,233.574,0,0,1.00086,0.996094,0,15.4411,0,0,0,0,1.18004,10.3657,4.06749,0,0,999,324.867,160.392,8.42813,1.6,9.6,0,-355.488,0,0,-0.3703,0,0,0,0.963905,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 01:00 am",0,227.433,225.714,0,0,1.00022,0.99589,0,16.2046,0,0,0,0,1.06071,9.45425,3.70985,0,0,999,10.5493,162.998,7.72812,1.8,8.9,0,-355.488,0,0,-0.3703,0,0,0,0.960271,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 02:00 am",0,219.967,218.365,0,0,1.00152,0.996328,0,14.5565,0,0,0,0,0.965812,8.74476,3.43145,0,0,999,49.0242,157.021,6.49375,3,7.9,0,-355.488,0,0,-0.3703,0,0,0,0.9679,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 03:00 am",0,212.984,211.492,0,0,1.00337,0.997338,0,10.6606,0,0,0,0,0.877342,8.10864,3.18183,0,0,999,69.9323,146.957,6.30625,4.5,7.4,0,-355.488,0,0,-0.3703,0,0,0,0.98274,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 04:00 am",0,206.474,205.089,0,0,1.00305,0.998786,0,4.90855,0,0,0,0,0.801419,7.47088,2.93157,0,0,999,82.9155,135.659,5.90625,4,7,0,-355.488,0,0,-0.3703,0,0,0,0.996333,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 05:00 am",0,200.35,199.053,0,0,1.00175,0.999433,0,2.29735,0,0,0,0,0.736454,6.95637,2.72968,0,0,999,92.7867,124.052,5.58437,4.7,6.6,0,-355.488,0,0,-0.3703,0,0,0,0.999196,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 06:00 am",0,194.599,193.39,0,0,1.00339,0.997361,0,10.5695,0,0,0,0,0.679927,6.43953,2.52687,0,0,999,101.489,112.527,5.28438,3.7,6.3,0,-355.488,0,0,-0.3703,0,0,0,0.983033,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 07:00 am",0,189.14,188,0,0,0.996533,0.994977,0,19.5554,0,0,0,0,0.630911,6.04269,2.37115,0,0,999,109.992,101.344,4.98438,4.5,6,0,-355.488,0,0,-0.3703,0,0,0,0.942318,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 08:00 am",0,184.003,182.94,0,0,0.977847,0.992996,0,28.9262,0,0,0,0,0.586311,5.58656,2.19216,0,0,999,118.933,90.7653,4.98438,2.6,6,0,-355.488,0,0,-0.3703,0,0,0,0.875244,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 09:00 am",0,179.122,178.119,3.93583,0.563144,0.943797,0.99218,0.647592,38.0785,0,-76.7531,0.399183,1.54442,0.544505,5.2426,2.05719,1.962,0,999,128.831,81.5687,5.38438,2.8,6.4,5,-355.488,0,0,-0.3703,0,0,0,0.787166,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 10:00 am",0,220.065,247.603,136.945,1,0.884282,0.991116,1,47.3169,0.382241,-64.875,35.6456,53.737,1.20476,10.557,4.14257,79.2648,0,999,140.139,73.3162,6.19375,2.7,7.6,202,-355.488,0,0,-0.3703,0,0,0,0.677943,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 11:00 am",0,293.138,337.477,265.71,1,0.799375,0.989872,1,55.1507,0.268324,-46.634,62.4429,104.265,3.51078,25.4133,9.97216,182.466,0,999,153.152,66.9243,5.5875,3,8.4,465,-355.488,0,0,-0.3703,0,0,0,0.571419,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 12:00 pm",164.305,293,393,364.888,1,0.707535,0.988679,1,60.587,0.19884,-22.6037,75.8068,143.182,4.72333,33.4125,13.1111,291.553,40.1336,999,167.774,63.0269,6.59688,2.3,9.8,743,-404.155,0,0,-0.420995,20.1589,0,0,0.491101,0.420995,0.0273167,0,0,0.2893,0.104378,0,0,0,0.420995
"Jan 2, 01:00 pm",63.2913,293,393,167.138,1,0.67693,0.988301,1,61.9989,0.110668,6.22583,33.2088,65.5849,4.69776,33.2604,13.0514,139.694,15.4597,999,183.3,62.1162,6.8625,3.3,10.3,356,-366.041,0,0,-0.381293,15.4597,0,0,0.469488,0.381293,-0.0123853,0,0,0.2893,0.104378,0,0,0,0.381293
"Jan 2, 02:00 pm",0,323.734,319.237,2.07361,1,0.742258,0.989118,1,58.7749,0,33.6602,0.452142,0.813683,3.71378,26.5289,10.41,1.5696,0,999,198.573,64.323,7.84688,3.7,9.8,4,-355.488,0,0,-0.3703,0,0,0,0.518402,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 03:00 pm",86.9003,293,393,214.849,1,0.837239,0.990403,1,52.1314,0.255824,55.2291,52.9102,84.3066,4.70286,33.3143,13.0725,137.34,21.2264,999,212.568,69.3412,6.99687,2.7,10.2,350,-373.583,0,0,-0.389149,1.25176,0,0,0.613853,0.389149,-0.00452981,0,0,0.2893,0.104378,0,0,0,0.389149
"Jan 2, 04:00 pm",0,323.721,319.22,36.1775,1,0.91185,0.991577,0.890708,43.6517,0,71.6287,8.65304,14.196,3.71316,26.5546,10.42,19.62,0,999,224.85,76.5943,6.83125,3.5,9.8,50,-355.488,0,0,-0.3703,0,0,0,0.723549,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 05:00 pm",0,305.271,301.45,24.0251,0.110422,0.961106,0.992559,0,34.0601,0,79.87,0,9.42744,3.01653,22.1985,8.7107,11.3796,0,999,235.521,85.4121,6.52188,2.7,9.1,29,-355.488,0,0,-0.3703,0,0,0,0.828451,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 06:00 pm",0,289.479,286.175,0,0,0.987542,0.993437,0,24.8961,0,0,0,0,2.49857,18.9655,7.44205,0,0,999,244.963,95.117,6.56875,3,8.6,0,-355.488,0,0,-0.3703,0,0,0,0.907072,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 07:00 pm",0,275.793,272.906,0,0,1.00071,0.996045,0,15.6267,0,0,0,0,2.1067,16.3769,6.4263,0,0,999,253.661,105.983,5.75625,2.1,8.1,0,-355.488,0,0,-0.3703,0,0,0,0.963037,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 08:00 pm",0,263.748,261.191,0,0,1.00356,0.998289,0,6.89953,0,0,0,0,1.80928,14.3599,5.63482,0,0,999,262.171,117.339,5.54688,1.6,7.5,0,-355.488,0,0,-0.3703,0,0,0,0.992758,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 09:00 pm",0,253.021,250.732,0,0,1.00079,0.999766,0,0.947008,0,0,0,0,1.5726,12.7351,4.99725,0,0,999,271.231,128.93,5.59375,1.3,7,0,-355.488,0,0,-0.3703,0,0,0,0.999863,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 10:00 pm",0,243.37,241.305,0,0,1.00364,0.998128,0,7.54028,0,0,0,0,1.38294,11.3935,4.47081,0,0,999,282.104,140.463,5.64063,1,6.5,0,-355.488,0,0,-0.3703,0,0,0,0.991353,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 11:00 pm",0,234.61,232.732,0,0,1.0027,0.996856,0,12.5351,0,0,0,0,1.23049,10.2705,4.03015,0,0,999,297.592,151.403,4.9625,0.7,5.9,0,-355.488,0,0,-0.3703,0,0,0,0.976163,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 12:00 am",0,226.603,224.885,0,0,1.00081,0.996075,0,15.5126,0,0,0,0,1.10343,9.31136,3.65378,0,0,999,324.716,160.26,4.85313,0.4,5.4,0,-355.488,0,0,-0.3703,0,0,0,0.963572,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 01:00 am",0,219.226,217.646,0,0,1.00014,0.995866,0,16.2963,0,0,0,0,0.997466,8.50177,3.3361,0,0,999,10.1268,162.923,4.76563,0.2,5,0,-355.488,0,0,-0.3703,0,0,0,0.959823,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 02:00 am",0,212.379,210.917,0,0,1.00145,0.996298,0,14.6687,0,0,0,0,0.905357,7.82218,3.06942,0,0,999,48.6541,157.018,4.62187,0.2,4.7,0,-355.488,0,0,-0.3703,0,0,0,0.967406,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 03:00 am",0,205.96,204.593,0,0,1.00334,0.997306,0,10.7855,0,0,0,0,0.826814,7.27308,2.85396,0,0,999,69.6742,146.985,4.0875,0.5,4.4,0,-355.488,0,0,-0.3703,0,0,0,0.982334,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 04:00 am",0,199.954,198.683,0,0,1.0031,0.998753,0,5.04122,0,0,0,0,0.757662,6.72159,2.63755,0,0,999,82.7186,135.697,4.14375,0.3,4.3,0,-355.488,0,0,-0.3703,0,0,0,0.996132,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 05:00 am",0,194.304,193.115,0,0,1.00166,0.999467,0,2.16011,0,0,0,0,0.699324,6.2463,2.45105,0,0,999,92.6214,124.092,3.94375,0.2,4.1,0,-355.488,0,0,-0.3703,0,0,0,0.999289,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 06:00 am",0,188.958,187.841,0,0,1.00343,0.997397,0,10.4297,0,0,0,0,0.647882,5.83628,2.29016,0,0,999,101.339,112.562,3.76563,0.2,4,0,-355.488,0,0,-0.3703,0,0,0,0.983478,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 07:00 am",0,183.874,182.82,0,0,0.996717,0.995016,0,19.4144,0,0,0,0,0.602217,5.48098,2.15074,0,0,999,109.85,101.372,3.96094,0.3,4,0,-355.488,0,0,-0.3703,0,0,0,0.943139,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 08:00 am",0,179.02,178.023,0,0,0.978235,0.993007,0,28.7846,0,0,0,0,0.562307,5.1591,2.02443,0,0,999,118.792,90.7807,3.96094,0.4,4,0,-355.488,0,0,-0.3703,0,0,0,0.876436,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 09:00 am",0,187.008,192.428,88.333,0.561582,0.94448,0.992194,0.64698,37.937,0.135356,-76.7658,8.93226,34.6619,0.640626,5.97073,2.34292,43.9488,0,999,128.687,81.5678,5.76563,0.6,6,112,-355.488,0,0,-0.3703,0,0,0,0.788687,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 10:00 am",44.6525,293,393,462.216,1,0.885446,0.991135,1,47.1775,0.384309,-64.9157,120.472,181.374,4.79546,33.4613,13.1302,266.832,10.9069,999,139.992,73.2944,7.30625,0.7,8.4,680,-360.677,0,0,-0.375705,0,0,0,0.679729,0.375705,-0.0179737,0,0,0.2893,0.104378,0,0,0,0.375705
"Jan 3, 11:00 am",353.88,293,393,442.602,1,0.801205,0.989897,1,55.018,0.285342,-46.7189,104.254,173.677,4.68755,33.453,13.127,302.933,86.4395,999,153.005,66.8774,7.375,1.5,10.5,772,25793.6,29.3067,29.3067,26.8683,0,0,77.3717,0.573319,2.43843,0.14474,1.00055,0,0.2893,0.104378,0.89946,0,2.43843,0
"Jan 3, 12:00 pm",299.409,293,393,435.672,1,0.709875,0.988708,1,60.4724,0.210834,-22.7668,90.8145,170.958,4.59646,33.3428,13.0837,346.882,73.1344,999,167.637,62.9526,8.15938,1.6,12.3,884,24143.2,27.5254,27.5254,25.1492,0,0,73.1344,0.492842,2.37624,0.105268,0.977831,0,0.2893,0.104378,0.89946,0,2.37624,0
"Jan 3, 01:00 pm",237.415,293,393,379.401,1,0.678758,0.988323,1,61.9189,0.183358,5.98672,75.5889,148.877,4.53147,33.2976,13.066,316.274,57.9914,999,183.185,62.016,8.83438,2.2,13.6,806,18564.2,21.1435,21.1435,19.3377,0,0,57.9914,0.470721,1.80581,0.065968,0.896434,0,0.2893,0.104378,0.44973,0,1.80581,0
"Jan 3, 02:00 pm",336.998,293,393,457.776,1,0.742998,0.989127,1,58.7335,0.237841,33.4102,99.9167,179.631,4.49675,33.3948,13.1041,346.097,82.3159,999,198.487,64.2024,9.3,2,14.3,882,27771.2,31.3805,31.3805,28.9283,0,0,82.3159,0.51902,2.45215,0.132012,1.027,0,0.2893,0.104378,0.89946,0,2.45215,0
"Jan 3, 03:00 pm",466.534,293,393,534.232,1,0.837409,0.990405,1,52.1164,0.333804,55.0107,131.591,209.632,4.48686,33.5047,13.1472,341.388,113.957,999,212.513,69.2076,9.26563,1.5,14.5,870,40137.1,44.5385,44.5385,41.8095,0,0,113.957,0.614059,2.729,0.241042,1.19482,0,0.2893,0.104378,0.89946,0,2.729,0
"Jan 3, 04:00 pm",339.09,293,393,416.053,1,0.911861,0.991577,0.899398,43.65,0.367091,71.443,100.485,163.259,4.5265,33.4647,13.1316,225.63,82.8268,999,224.821,76.4543,8.62187,1.9,13.7,575,27972.5,31.5945,31.5945,29.138,0,0,82.8268,0.72357,2.45643,0.133565,1.02973,0,0.2893,0.104378,0.89946,0,2.45643,0
"Jan 3, 05:00 pm",0,323.756,319.264,239.416,0.123625,0.961098,0.992559,0.501396,34.0622,0,79.7807,4.20446,93.947,3.60414,26.7676,10.5036,113.404,0,999,235.511,85.2731,8.025,3.3,12.4,289,-355.488,0,0,-0.3703,0,0,0,0.82843,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 06:00 pm",0,305.376,301.571,0,0,0.98754,0.993437,0,24.8974,0,0,0,0,2.9294,22.3034,8.75186,0,0,999,244.968,94.9732,8.24063,5,11.6,0,-355.488,0,0,-0.3703,0,0,0,0.907063,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 07:00 pm",0,289.641,286.348,0,0,1.00072,0.996046,0,15.6222,0,0,0,0,2.43417,19.0474,7.47421,0,0,999,253.678,105.84,8.02656,4.5,10.8,0,-355.488,0,0,-0.3703,0,0,0,0.963058,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 08:00 pm",0,276.014,273.14,0,0,1.00356,0.998292,0,6.88558,0,0,0,0,2.05749,16.4144,6.44101,0,0,999,262.197,117.196,7.52188,2.7,10.1,0,-355.488,0,0,-0.3703,0,0,0,0.992788,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 09:00 pm",0,264,261.447,0,0,1.00081,0.99976,0,0.973697,0,0,0,0,1.77121,14.4226,5.65943,0,0,999,271.264,128.788,7.19063,2.4,9.3,0,-355.488,0,0,-0.3703,0,0,0,0.999856,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 10:00 pm",0,253.255,250.961,0,0,1.00364,0.998118,0,7.58244,0,0,0,0,1.54471,12.8459,5.04072,0,0,999,282.137,140.32,6.78125,2.7,8.5,0,-355.488,0,0,-0.3703,0,0,0,0.991256,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 11:00 pm",0,243.566,241.492,0,0,1.00267,0.99684,0,12.5956,0,0,0,0,1.36302,11.5082,4.51583,0,0,999,297.598,151.258,6.29375,2.4,7.7,0,-355.488,0,0,-0.3703,0,0,0,0.975933,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 12:00 am",0,234.741,232.848,0,0,1.00075,0.996056,0,15.5848,0,0,0,0,1.21306,10.4187,4.08829,0,0,999,324.549,160.088,5.90625,2.6,7,0,-355.488,0,0,-0.3703,0,0,0,0.963234,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 01:00 am",0,226.641,224.905,0,0,1.00004,0.995838,0,16.3997,0,0,0,0,1.09255,9.47836,3.71931,0,0,999,9.60624,162.82,5.00625,2.4,6.1,0,-355.488,0,0,-0.3703,0,0,0,0.959315,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 02:00 am",0,219.137,217.53,0,0,1.00134,0.99626,0,14.8152,0,0,0,0,0.994513,8.69736,3.41284,0,0,999,48.18,157.004,4.1625,2.4,5.1,0,-355.488,0,0,-0.3703,0,0,0,0.966756,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 03:00 am",0,212.106,210.605,0,0,1.00329,0.997264,0,10.9511,0,0,0,0,0.909577,8.07617,3.16909,0,0,999,69.3394,147.011,3.31875,3.7,4.1,0,-355.488,0,0,-0.3703,0,0,0,0.98179,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 04:00 am",0,205.513,204.112,0,0,1.00316,0.998709,0,5.21519,0,0,0,0,0.831005,7.49514,2.94109,0,0,999,82.4622,135.738,2.975,4.5,3.6,0,-355.488,0,0,-0.3703,0,0,0,0.99586,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 05:00 am",0,199.315,198.006,0,0,1.00154,0.999511,0,1.98193,0,0,0,0,0.763825,6.96251,2.73209,0,0,999,92.4061,124.134,2.70937,4.7,3.1,0,-355.488,0,0,-0.3703,0,0,0,0.999402,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 06:00 am",0,193.512,192.294,0,0,1.00347,0.997443,0,10.2493,0,0,0,0,0.705492,6.41894,2.51879,0,0,999,101.145,112.6,2.30938,3,2.7,0,-355.488,0,0,-0.3703,0,0,0,0.984043,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 07:00 am",0,188.048,186.909,0,0,0.99695,0.995066,0,19.2327,0,0,0,0,0.654335,5.95761,2.33777,0,0,999,109.665,101.398,2.0875,2.1,2.4,0,-355.488,0,0,-0.3703,0,0,0,0.944189,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 08:00 am",0,182.864,181.792,0,0,0.978729,0.993022,0,28.6021,0,0,0,0,0.608147,5.57569,2.1879,0,0,999,118.609,90.7918,2.14375,2,2.3,0,-355.488,0,0,-0.3703,0,0,0,0.877965,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
